specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,city_id,building_location,admin_id,contact_name_notes,company_address
,"Element One Real Estate, LLC",,971 4 4297072,info@elementone.ae,http://www.elementonerealestate.com/,Madvi,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,advise will mail,not in the office will gv a call back
,"Valco Properties Broker, LLC",,971-4-454 8339,info@valco-properties.com,http://www.valco-properties.com/,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not intersted,
,Sandalsouq.com,,97145516211,,http://www.sandalsouq.com/,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not intersted,
,Tool Box,,97143608258,info@thetoolbox-ae.com,,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not valid number,
,Aiman Hamed Real Estate,,97142775451,,https://2gis.ae,Jony,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advise to call by next week,call back by wed
,"Zemendar General Trading, LLC",,9714471366,zemendari@yahoo.com,,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not valid number,
,"Memory Technology Middle East, FZC",,971 4 8037 333,,http://www.mtcdubai.com/,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not valid number,
,Signature Home Properties,,97144259390,info@signaturepropetiesre.com,http://www.signaturepropertiesre.com/,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not valid number,
,German Property House,,971 55 888 3725,,https://worldimmotrade.com,,,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
05/29/2017,MAK Heavy Equipment & Machinery Spare Parts Trading LLC,Trading,971 6 5280799,info@makspllc.com,http://www.makspllc.com/,Mr. Chacko,HR,,,Joicy1,HR,Sent profile
05/29/2017,Modern Technology Security Devices Trading LLC,Trading,"971 4 2387722
0525943203",sales@mtc-me.com,http://www.mtcsecuritydevices.com/,Mr. Mathews,Sales Maanger,,,Joicy1,Sales Maanger,"Sent profile 
Spoke to Mr. Mathews"
05/29/2017,"Bin Dhahi Trading LLC 
",Trading,971 4 2224454,info@bindhahi.ae,http://www.bindhahi.ae/,HR,,,,Joicy1,,Sent profile
05/29/2017,Apex Trading Co,Trading,971 6 5336991,reddy.c@ptc.ae,http://apex.ae/,Mr. Reddy,Sales Maanger,,,Joicy1,Sales Maanger,Sent profile
05/29/2017,Mohammed Nasseri Heavy Equipment Trading LLC,Trading,971 (0)6 551 0066,Sales@nasseriequipments.com,http://www.nasseriequipment.com/,Mr. Mohammed,,,,Joicy1,,Call back afternoon
05/29/2017,Synergy Power Equipment Trading LLC,Trading,971 4 2636268,info@synergypowertrading.com,http://www.synergypowertrading.com,Mr. Sameer,Sales Manger,,,Joicy1,Sales Manger,Sent profile
05/29/2017,Emmanuel General Trading (L.L.C),Trading,971 4 3338031,egtllc@gmail.com,http://www.egtdubai.com/,Mr. Roshan,Sales,,,Joicy1,Sales,Call tomorrow for Mr. Roshan
05/29/2017,Bagader Trading LLC,Trading,971 4 2276881,bagader@eim.ae,http://www.bagader.com/,Mr. Mohammed,,,,Joicy1,,Sent profile
05/29/2017,Gulf Stream General Trading LLC,Trading,971 6 7316166,info@gulfstreamgarments.com,http://www.gulfstreamgarments.com/,Mr. Mohammed,,,,Joicy1,,Sent profile
05/29/2017,Glaze Granite & Marble Tr. Est,Trading,971 6 5353123,info@glazeuae.ae,http://www.glaze.ae/,HR,,,,Joicy1,,call not connecting
05/29/2017,ANT General Trading LLC,Trading,971 4 2261890,info@antdubai.com,http://www.antdubai.com/,Mr. Nasurudeen,,,,Joicy1,,"Sent profile 
spoke to person from sales"
05/29/2017,Al Rama International Trading LLC,Trading,971 4 8809899,hareshss@alramafzco.ae,http://www.alramauae.ae/,Mr. Haresh,,,,Joicy1,,"Sent profile 
spoke to person from sales"
05/29/2017,Biseha Trading LLC,Trading,971 4 2951935,,,HR,,,,Joicy1,,No need
05/29/2017,Tareeq Al Najah Doors Tr.,Trading,971 6 5669400,biseha@emirates.net.ae,,HR,,,,Joicy1,,call not connecting
05/29/2017,Riyal Electrical Trading LLC,Trading,971 4 3468829,sales@riyalelectrical.com,http://riyalelectrical.com/,Ms. Amitha,,,,Joicy1,,Sent profile
05/29/2017,Al Fardan Trading Co LLC,Trading,971 4 3332113,admin@fardan.ae,http://www.al-fardan.com/,Ms. Jeni,,,,Joicy1,,"Sent profile 
spoke to admin"
05/29/2017,Daitona General Trading LLC,Trading,971 4 2977972,rajush@daitona.com,http://www.daitona.com/,Mr. Rajush,Operations Manager,,,Joicy1,Operations Manager,"spoke to operations manager
profile sent"
05/29/2017,Solico Trading Co LLC,Trading,971 4 8804441,minniem@asisboats.com,,Ms. Minni,,,,Joicy1,,"Sent profile
concern person will come back only after one week"
05/29/2017,Paramount Trading Est,Trading,971 6 5423969,sales10@paramountme.com,,Mr. Hassainer,,,,Joicy1,,Sent profile
05/29/2017,Prakash Sahoo Building Materials Trading LLC,Trading,971 4 2211517,psahoo@emirates.net.ae,,Mr. Ashok,,,,Joicy1,,Sent profile
05/29/2017,RFT,Trading,971 4 2664461,info@rft.ae,,Ms. Ami,Admin,,,Joicy1,Admin,"Sent profile
spoke to admin"
05/29/2017,Wellness Master Trading LLC,Trading,971 4 2807702,info@wellnessmastergroup.com,http://www.wellnessmastergroup.com/,HR,,,,Joicy1,,call not connecting
05/29/2017,Radial Trading Centre LLC,Trading,971 4 2690106,info@kkrtc.com,http://www.kkrtc.com/,HR,,,,Joicy1,,call not connecting
05/29/2017,Star Light Fence Trading,Trading,971 2 6658255,tradingstarlight@gmail.com,http://www.starlightfencetrading.com/,HR,,,,Joicy1,,call not connecting
05/29/2017,Dubai Coast Trading L.L.C,Trading,971 4 2272799,dxbcoast@eim.ae,http://www.dxbcoast.com/,Mr. Irfan,,,,Joicy1,,"Sent Mail
No need"
05/29/2017,Adroit Star General Trading,Trading,971 4 4341120,chaitra@adroit-aes.com,http://adroit-aes.com/,Ms. Chaitra,Admin,,,Joicy1,Admin,"Sent profile 
spoke to admin"
05/29/2017,Haste Trading LLC,Trading,971 4 2223133,info@haste-uae.com,http://www.haste-uae.com/,Mr. Pradeep,,,,Joicy1,,sent mail spoke to pradeep from marketing department
05/29/2017,Acme Industrial Hardware Trading Co LLC,Trading,971 4 3232628,info@acme-world.com,http://acme-world.com/,Ms. Richiell,,,,Joicy1,,"Sent profile 
spoke to admin"
05/29/2017,Al Salwa Steel Trading,Trading,971 6 5345392,asht@eim.ae,http://www.salwasteel.com/index.html,HR,,,,Joicy1,,"No need
sent mail"
05/30/2017,Jabal Al Noor Bldg Material & Steel Trdg,Trading,971 6 5354021,sandesh@alnoorsteel.com,http://www.alnoorsteel.com/,Mr. Sandesh,,,,Joicy1,,sent mail
05/30/2017,Al Tamam Tech Tr Est,Trading,971 6 5430041,info@tamamtec.com,http://www.tamamtec.com/,Ms. Reena,,,,Joicy1,,NP call
05/30/2017,Floral Trading Company LLC,Trading,971 6 5344993,floral@eim.ae,http://www.floral.ae/,Mr. Sajev,Accounts,,,Joicy1,Accounts,sent mail
05/30/2017,Al Shamali & Waris Trading Co. LLC,Trading,971 6 5244444,info@shamaliwaris.com,http://www.shamaliwaris.com/,HR,,,,Joicy1,,sent mail
05/30/2017,Prakash Trading,Trading,971 2 5503858,bharat.k@ptc.ae,http://www.ptc.ae,Mr. Bharat Karani,Operations Manager,,,Joicy1,Operations Manager,sent mail
05/30/2017,Afreen Building Materials Trading Co LLC,Trading,971 2 5559310,sales@afreenuae.com,,Mr. Riyas,,,,Joicy1,,sent mail
05/30/2017,Athens Trading LLC,Trading,971 4 3966022,info@athensts.com,http://www.athensts.com/,Ms. Joahoan,,,,Joicy1,,"sent mail
will update"
05/30/2017,Sedana Trading Co LLC,Trading,"971 4 2895666
065330551",info@sedana.com,http://www.sedana.com/,Mr. Eyad,,,,Joicy1,,sent mail
05/30/2017,Al Itqan Factory Equipment Trading LLC,Trading,971 4 2673838,aifeqtrd@eim.ae,http://www.itqanuae.com/,Mr. Mohhamed,,,,Joicy1,,sent mail
05/30/2017,Star Lift Trading LLC,Trading,971 4 2860613,starlift@eim.ae,http://www.starlifttrading.com/cgi-sys/suspendedpage.cgi,Mr. Thomas,,,,Joicy1,,"sent mail
"
05/30/2017,Al Asas Valves Trading LLC,Trading,971 4 2549972,sales@alasasvalves.com,,Ms. Jayasree,,,,Joicy1,,Sent mail
05/30/2017,Tee Dee Trading LLC,Trading,971 4 8806761,teedee@teedee.ae,http://www.teedee.ae/,Ms.Qwen,,,,Joicy1,,Sent mail
05/30/2017,Al Nasr Technical Trading LLC,Trading,"971 4 2671500
042691625",alnasrtt@emirates.net.ae,http://alnasrengineering.com/,HR,,,,Joicy1,,Sent mail
05/30/2017,Generalux Air Condition & Refrigeration Devices & Spare Parts Trading,Trading,971 4 2384111,maher@generaluxstore.ae,https://gstar.com.ve/,Mr. Maher,,,,Joicy1,,Sent mail
05/30/2017,Accord Trading LLC,Trading,971 4 3333535,manoj@accordsteel.com,,Mr. Manoj,,,,Joicy1,,"Sent mail
spoke to manoj"
05/30/2017,First Source Steelware Trading LLC,Trading,"971 6 5360634
065310249",saju@firstsourcesteel.com,,Mr. Saju,,,,Joicy1,,Sent mail
05/30/2017,Tolico Trading & Oilfield Services LLC,Trading,971 2 5575556,tolico@emirates.net.ae,http://www.tolicotrading.com/,HR,,,,Joicy1,,Call not connecting Sent mail
05/30/2017,Teejan General Trading LLC - (Flooring Division),Trading,971 4 2674367,abu@teejan.ae,http://www.teejandubai.com/,Mr. Abu,,,,Joicy1,,"call back on thursday 
sent mail"
05/30/2017,Orbit Kitchen Equipments Manufacturing LLC,Trading,971 6 7457239,orbituae@eim.ae,http://www.orbituae.com/,HR,,,,Joicy1,,Call not connecting
05/30/2017,Al Andlaib Auto Spare Parts Trading LLC,Trading,971 6 5391120,andlaib@emirates.net.ae,http://www.andlaib.com/,Mr. Sanal,,,,Joicy1,,Sent Mail
05/30/2017,LMI General Trading LLC,Trading,971 4 3436908,,http://www.lmidubai.ae/,,,,,Joicy1,,Call not connecting
05/30/2017,Khambati Steel Trading LLC,Trading,971 4 3392752,steelhouse@eim.ae,http://www.khambatigroup.com/,Ms. Pam,,,,Joicy1,,"Sent Mail
spoke to admin"
05/30/2017,Al Banoosh Trading Est,Trading,971 2 4436211,ajith@albanooshfire.com,http://www.albanooshfire.com/,Mr. Ajith,,,,Joicy1,,"Sent Mail
spoke to admin(ajith)"
05/30/2017,Al Shamali & Waris Electrical Trading & Contracting Co.,Trading,"971 2 5509388
065244444",chhatra@shamaliwaris.com,http://www.shamaliwaris.com,Mr. Chhatra,,,,Joicy1,,"sent mail
"
05/30/2017,Jamea Al Anwar Trading LLC,Trading,971 4 2276256,sales@jameaalanwar.com,http://www.blackbelt.ae/,HR,,,,Joicy1,,No Need
05/30/2017,Profen General Trading LLC,Trading,971 4 2857893,mustafa@profenuae.com,http://profenuae.com/,Mr. Mustafa,,,,Joicy1,,Sent Mail
05/30/2017,Arkint Trading Co LLC,Trading,971 4 2639978,info@arkintrade.com,http://www.arkintrade.com/,Mr. Fernandes,,,,Joicy1,,Sent Mail
05/30/2017,Al Murjan Star General Trading LLC,Trading,971 4 2224697,ranjith@murjangroup.com,http://murjangroup.com/,Mr. Ranjith,,,,Joicy1,,Sent Mail
05/30/2017,Tadex Metal Products Trading LLC,Trading,971 6 7640060,info@tadexmetals.com,http://www.tadexmetals.com/,Mr. Anto,,,,Joicy1,,Sent Mail
05/30/2017,Plaza Middle East General Trading LLC,Trading,971 4 2510881,info@plazamiddleeast.com,https://www.plazamiddleeast.com/,HR,,,,Joicy1,,Sent Mail
05/30/2017,Fakhruddin Kaderbhai Trading Co LLC,Trading,"971 4 2222664
043385547",accounts@fktools.ae,http://www.fktools.ae/,Mr. Sabu,,,,Joicy1,,"Sent Mail
call tomorrow"
05/30/2017,Al Rabiah Trading Co LLC,Trading,971 4 3203744,rabiah77@eim.ae,http://www.alrabiahtrading.com/,Mr. Moursi,,,,Joicy1,,"Sent Mail
call tomorrow"
05/30/2017,Goodway Hardware Trading LLC,Trading,971 2 5506426,,,,,,,Joicy1,,NP call
05/30/2017,Advanced Technology (Adtech) Belting Trading Est,Trading,971 6 5344225,"info@adtech-trading.com
",http://www.adtech-trading.com/,Mr. Ali,,,,Joicy1,,Sent mail
05/30/2017,Show Racks Trading LLC,Trading,971 4 2691213,umesh@showracks.ae,http://showracksdubai.com/,Mr. Umesh,,,,Joicy1,,Sent mail
05/30/2017,Ecoval Trading LLC,Trading,971 4 3993395,lavanya@ecovalme.com,http://ecovalme.com/,Ms. Lavanya,,,,Joicy1,,Sent mail
05/30/2017,Fine Tools Trading LLC,Trading,"971 4 3385240
048849494",ejas@finetools.ae,http://www.finetoolsuae.com/,Mr. Ejas,,,,Joicy1,,Sent mail
05/30/2017,Mohammed Ibrahim Al Zubaidi Elect. Devices Trading Co. LLC,Trading,971 6 5420319,iz@alzubidi.com,http://www.alzubidi.com/,Mr. Abdulla,,,,Joicy1,,Sent mail
05/30/2017,Soft Fixing Trading LLC,Trading,971 4 3333272,info@soft-fixing.com,http://www.soft-fixing.com/,Mr. Sherin,,,,Joicy1,,Sent mail
05/30/2017,Al Ghandi General Trading Co. LLC,Trading,971 4 3245722,liny@alghandigtr.ae,http://www.alghandigtr.com/,Ms. Liny,,,,Joicy1,,Sent mail
05/30/2017,Eurotek Cleaning Equipment Trading & Services LLC,Trading,971 4 3806634,info@eurotek-me.com,http://www.eurotek-me.com/,HR,,,,Joicy1,,NP call
05/30/2017,Mekandel Trading Co LLC,Trading,971 2 5547022,mekandel2010@gmail.com,,Ms. Angela,,,,Joicy1,,"Angela is on vacation will be back on june 9th
sent mail"
05/30/2017,Sahil Al Khaleej General Trading LLC,Trading,971 6 5237157,info@sahil-alkhaleej.com,http://www.sahil-alkhaleej.com/,HR,,,,Joicy1,,NP call
05/30/2017,Black Scorpion Auto Parts,Trading,971 2 5548331,info@blackscorpion4x4.com,http://www.blackscorpion4x4.com/,Mr. Alen,,,,Joicy1,,Sent Mail
05/30/2017,Aikah Establishment for General Trading,Trading,971 4 3478005,aikahdeira@aikah.com,http://www.aikah.com/,Mr. Deny,,,,Joicy1,,Sent Mail
05/30/2017,Al Ashrafi Trading LLC,Trading,971 4 2579920,gupta@ashrafigroup.com,http://www.ashrafigroup.com/,Ms. Gupta,,,,Joicy1,,Sent Mail
05/30/2017,Al Masaood Trading Supplies & Services (LLC),Trading,"971 4 3684345
026267666",info@amtrd.com,http://almasaoodoilgas.com/,Mr. Mahmoud,,,,Joicy1,,sent mail
05/30/2017,Al Taher Chemicals Trading LLC,Trading,971 6 7482593,broc@altaherchemicals.com,http://www.altaherchemicals.com/,Mr. Mohmmed,,,,Joicy1,,sent mail
05/30/2017,Buraq Star Trading Co LLC,Trading,"971 4 2248520
065616976",buraqstc@emirates.net.ae,http://www.buraqstar.com/index.php,HR,,,,Joicy1,,"sent mail
No need"
05/30/2017,Camstar General Trading LLC,Trading,971 4 3472766,camstart@eim.ae,http://www.camstartrading.com/,Mr. Jason,,,,Joicy1,,sent mail
05/30/2017,Customer Delight Trading,Trading,971 2 5545917,info@cdtme.com,https://www.cdtme.com,HR,,,,Joicy1,,NP call
05/30/2017,Faraidooni Trading Co LLC,Trading,971 4 2222947,info@ftcdubai.com?,http://www.ftcdubai.com/,HR,,,,Joicy1,,NP call
05/30/2017,Obaid Masood Building Materials Trading LLC,Trading,971 4 3338123,info@ombmt.com,http://www.ombmt.com/,Mr. Vinay,,,,Joicy1,,Sent Mail
05/30/2017,Trio Middle East Trading Company,Trading,971 4 2657601,info@triomidtech.com,http://triomidtech.com/c,Ms. Jodephine,,,,Joicy1,,Sent Mail
05/30/2017,AVS Trading LLC,Trading,971 4 4477428,info@avstrading.ae,http://avstrading.ae/,HR,,,,Joicy1,,Call not connecting
05/30/2017,Al Shamil Tents & Sheds Tr. LLC,Trading,971 6 5350779,info@alshamiltents.com,http://www.alshamiltents.com/,HR,,,,Joicy1,,NP call
05/31/2017,Al Haram Alaali Scaffolding Trading,Trading,971 2 5566157,,,,,,,Joicy1,,call not connecting
05/31/2017,Zee Stores,Trading,971 2 6733161,secretary.c@zeestores.ae,http://www.zeestores.ae/c,Ms. Aliya,,,,Joicy1,,Call back tomorrow
05/31/2017,YK AlMoayyed Trading LLC,Trading,971 4 3502300,enquiry@ykae.ae,http://ykauae.com/,,,,,Joicy1,,NP call
05/31/2017,Gouri Trading Co LLC,Trading,971 4 2821090,ajish@gouritrading.com,http://www.gouritrading.com/,Mr. Ajish,HR,,,Joicy1,HR,"sent mail
No requirements
spoke to HR"
06-01-2017,Blue Harbour Marine Equipment Trading,Trading,971 4 4509111,info@blueharbourmarine.com,http://www.blueharbourmarine.com/,,,,,Joicy1,,NP call
06-01-2017,Arwani Trading Company LLC,Trading,971 4 2828223,pa@arwani.ae,http://www.arwani.ae/,HR,,,,Joicy1,,Sent mail
06-01-2017,Al Diyafa Hotel & Catering Supplies (General Trading),Trading,"971 4 3474727
971 26736566",adam@aldiyafa.com,http://www.aldiyafa.com/,Mr. Adam,,,,Joicy1,,Sent mail
06-01-2017,Safco International General Trading LLC,Trading,971 4 8702000,,,,,,,Joicy1,,cal back
06-01-2017,Al Taj Al Fiddi Antiseptics Trading,Trading,971 4 2680185,,,,,,,Joicy1,,
06-01-2017,Arizona Auto Spare Parts Tr. LLC,Trading,971 6 5433216,arizonab@eim.ae,http://www.arizona.ae/,Mr. Sanoop,,,,Joicy1,,Sent mail
06-01-2017,Expert Refrigeration & Electrical Eqp Trading est,Trading,971 2 5508308,,,,,,,Joicy1,,call back
06-01-2017,Imanco Sanitary Ware Tr. Co. LLC,Trading,971 6 5432664,,http://imanco.net/,,,,,Joicy1,,no need small firm
06-01-2017,Mister Light Electrical Trading LLC,Trading,971 4 2963636,mrl@misterlight.com,http://www.misterlight.com/,Ms.Sethu,,,,Joicy1,,Sent mail
06-01-2017,Pristine Trading Est.,Trading,971 2 5513723,sales@pristineuae.in,http://www.pristineuae.in/,Mr. Jayan,,,,Joicy1,,Sent mail
06-01-2017,Stock General Trading LLC,Trading,971 6 5347950,aneesh@stockintl.com,http://www.stockintl.com/,Mr. Aneesh,,,,Joicy1,,Sent mail
06-01-2017,Advance World General Trading LLC,Trading,971 6 7406201,INFO@ADVANCEWORLDGROUP.COM,https://www.advanceworldgroup.com/,,,,,Joicy1,,"Call not connecting
"
05/31/2017,Desert Group,Landscaping,971 4 590 4000,kimerone.braganca@@desertgroup.ae,http://desertgroup.ae/,Ms. Kim,,,,Joicy1,,"vacancies posted in st. marys
Ext ringing"
,Wafi,FMCG,43247111,carol.whittle@wafi.com,http://www.wafi.com/,Ms. Carol,HR Manager,,,Joicy1,HR Manager,"vacancies posted in st. marys
senior florist
sent mail spoke to Mr. Ranol from HR dep
call back afternoon"
,califorca trading llc,Trading,971 4 226 1889,,,,,,,Joicy1,,"Sales technician vacancy
No ecommerce portal"
,Saeed Al Zaabi Gen. Trading,Trading,971 2 551 6201,info@alzaabigroup.com,http://www.alzaabigroup.com/,,,,,Joicy1,,
,NBTC Group,Trading,(971) 26500882,admin@nbtcgroup.com,https://nbtcgroup.com/,,,,,Joicy1,,
,A.A.Al Moosa Enterprises,Trading,971 4-440-1110,danah@aaagroup.ae,https://www.aaagroup.com/,Ms. Danah,,,,Joicy1,,
,Pegasus Agriculture Group,,971 4 818 8300,info@pegasusagriculturegroup.com,http://pegasusagriculturegroup.com/,,,,,Joicy1,,
,Bhatia Brothers,,"971 4 3412429
044550600",gks@bhatia-brothers.ae,http://www.bhatia-brothers.ae/,,,,,Joicy1,,
,Marfa Software Technologies LLC,,971 50 786 3955,info@marfatechnologies.com,http://www.marfatechnologies.com/,,,,,Joicy1,,
,BOHEMIA CRYSTAL LLC,,9714 2823440,sales@bohemiacrystal.ae,http://www.bohemiacrystal.ae/,,,,,Joicy1,,
,akshay software technologies ltd dubai,,971 4 390 0790,priya@akshay.com,http://akshay.com/,Ms. Priya,,,,Joicy1,,
,Epic Internet Group DMCC,,971 42 432519,info@epicinternetgroup.com,http://epicinternetgroup.com/,,,,,Joicy1,,
,AASA Group,,971 6 5235550,info@aasa.ae,http://aasa.ae/contact/,Mr. Hidayathulla,,,,Joicy1,,
,"Scalestec 
",,9.72E+11,vivek@scalestec.com,http://scalestec.com,Mr. Vivek,HR,,,Joicy1,HR,
,Allied Transport Company,,971 4 333 3233,contact@allied-transport.com,http://allied-transport.com/en/home/,Mr. Arsath,,,,Joicy1,,
01-06-2017,Al Marwan General Contracting Company,,971 6 534 5222,recruit@mgcc.ae,http://mgcc.ae/,Ms. Mariya,HR,,,Joicy1,HR,
,Hilton Al Hamra Beach & Golf Resort,,971 7 244 6666,,http://www3.hilton.com/en/hotels/uae/hilton-al-hamra-beach-and-golf-resort-RKTAHHI/index.html,,,,,Joicy1,,
,Al Marafi Group,,26225600,info@almarafi.com,http://www.almarafigroup.com/,Ms. Lakshmi,,,,Joicy1,,
,Sabis,,971 4 399 9444,,https://www.sabis.net/contact-us,,,,,Joicy1,,
,Veracity Network Services - Abu Dhabi,,971 2 666 7034,hr@veracity-ns.com,http://www.veracity-ns.com/,Ms. Ranjitha,,,,Joicy1,,
,nstyle dubai,,"971 4 450 5130
044318935",hr-assist@,http://www.nstyleintl.com/,Ms. Michelle,,,,Joicy1,,
,Azzalia uae,,971-67449977,chariza@azzalia.ae,https://azzalia.ae/,Ms. Chariza,,,,Joicy1,,
,Bumble Bee Nursery - Sharjah,,971 6 522 8461,info@bumblebeenursery.ae,http://www.bumblebeenursery.ae/,HR,,,,Joicy1,,
,Flowtronix,,971-2-6919600,,http://www.flowtronix.com/,,,,,Joicy1,,
,GDM INTERIORS,,971 6 557 8044,,http://www.gdminteriors.com/,,,,,Joicy1,,
,Novo Elite Holidays,,971 800 6388,,http://beta.novoelite.ae/,,,,,Joicy1,,
,Mubadala Petroleum,,971 2 818 6000,,http://www.mubadalapetroleum.com/,,,,,Joicy1,,
,Wellness One Day Surgery Center,,971 2 642 2424,,http://wellnesssurgerycenter.com/,,,,,Joicy1,,
,Infinite Technology & Solutions LLC - UAE,,,,http://i-tsglobal.com/en/home.aspx?c=i,,,,,Joicy1,,
,Tawam Hospital,,971 3 767 7444,,https://www.seha.ae/tawam/english/Pages/default.aspx,,,,,Joicy1,,
,,,,,,,,,,Joicy1,,
17-11-2016,Tollgroup,,971 4 28228 88,nicole.popa@tollgroup.com,,Ms. Gamza,HR Assistant,,,Joicy1,http://www.tollgroup.com/ae/united-arab-emirates,sent mail. She will forward to HR and will inform.
,Charter House,,971 4 372 3500,jxb@charterhouse.ae,,Ms. Jam,Admin,,,Joicy1,http://charterhouseme.ae/contact-charterhouse,"He will forward to manager and if interested she will confirm.
Recruitment Consultant"
,ETA Mechanical&Engineering,,971 04 5118161,,,,,,,Joicy1,http://www.etamech.com/,Not picking up the call
,Alfattan,,971 04 2645555,hr@alfattan.ae,,Mr. John,HR,,,Joicy1,http://alfattan.ae/,sent mail. Not picking up the call
,Al Qadi Medical Ceneter,,971 2 443 7777,hr@aqmc.ae,,Ms. Irah,HR,,,Joicy1,http://www.aqmc.ae/,spoke to admin. Collected contact details.
,International Pharmaceutical Company,,971 6 5442008,k.delacruz@intl-pharma.com,,Ms. Karen,HR,,,Joicy1,http://intl-pharma.com/,Not interested
,Byrne,,971 04 3241264,jemybmb@gmail.com,,Mr. Jemy,HR,,,Joicy1,http://www.byrnemodular.com/contact.html,"call Sunday morning, sent mail
No openings now"
20-11-2016,Naitc Interiors,,NA,info@naitcinteriors.com,,NA,NA,,,Joicy1,NA,"Not able to find website. Sent mail,wrong mail id"
,Genesis Marketting,,971 42358580,nolan@genesis-mktg.com,,Mr. Nolan,NA,,,Joicy1,http://genesis-mktg.com./,Not connecting
,,,,hrdxb@jesseena.com,,Ms. Jesseena,,,,Joicy1,,Sent mail
,,,,hr2016dubai@gmail.com,,,,,,Joicy1,,Sent mail
,,,,mgeventsuae@gmail.com,,,,,,Joicy1,,Sent mail
,,,,sportsstar.hcc@gmail.com,,,,,,Joicy1,,Sent mail
,,,,leda.anoso@gmail.com,,,,,,Joicy1,,Sent mail
,Gulf First,,971 4 2655123,sabina@gulfirst.com,,Ms. Sabeena,NA,,,Joicy1,http://www.gulfirst.com/,Spoke to Ms. Sabina. Sent mail. Just closed the openings.
,Dolce Salato,,971 4 321 8820,administration@dolce-salato.com,,Ms.Jasenta,,,,Joicy1,NA,spoke to ms.jacintha admin. Sent mail.Company logo- they need to discuss with the management
,,,,wstdxb@gmail.com,,,,,,Joicy1,,Sent mail
,PWS Gulf,,971 4 355 2434,info@pwsgulf.com,,Ms. Michelle,michelle@pwsgulf.com,,,Joicy1,http://www.pwsgulf.com/,Not connecting
,,,,premierdubai2020@gmail.com,,,,,,Joicy1,,sent mail
,Promate,,971 4 881 4444,alton.pereira@promate.net,,Mr. Alton,,,,Joicy1,https://www.promate.net/,spoke to ms.joan admin. Sent mail.
,Mustang Trading LLC,,971 42395663,jobs@mustangllc.ae,,Mr.Benny,,,,Joicy1,http://www.mustangllc.ae/,Mr. shane. Call jan gor MD. He is out of coutry.
,,,,akainfo16@gmail.com,,,,,,Joicy1,,sent mail
,Fresh N Plus,,971 4 261 0066,jobs@freshnplus.com,,,,,,Joicy1,http://freshnplus.com/,Not picking up the call
